StudentID,StudentName,age,DepartmentID,Gender,BirthDate,Email,Phone,Address
1230,Adam Hartman,24,8,Male,2002-01-17 00:00:00,adamhartman48@fcai.edu.eg,+20 117255625,"273 Cairo, Egypt"
1231,Rhonda Patterson,23,2,Female,2003-12-28 00:00:00,rhondapatterson53@fcai.edu.eg,+20 104219573,"669 Cairo, Egypt"
1232,Sarah Winters DVM,24,8,Female,2002-10-24 00:00:00,sarahwintersdvm72@fcai.edu.eg,+20 105872749,"40783 Cairo, Egypt"
1233,Mary Glass,23,7,Female,2003-10-08 00:00:00,maryglass51@fcai.edu.eg,+20 157106371,"780 Cairo, Egypt"
1234,Benjamin Hardin,19,1,Male,2007-05-23 00:00:00,benjaminhardin10@fcai.edu.eg,+20 129883409,"5855 Cairo, Egypt"
1235,Mark Hunter,19,1,Male,2007-07-20 00:00:00,markhunter35@fcai.edu.eg,+20 101464932,"275 Cairo, Egypt"
1236,Justin Donovan,21,1,Male,2005-04-13 00:00:00,justindonovan64@fcai.edu.eg,+20 119170912,"094 Cairo, Egypt"
1237,Alan Robinson,22,6,Male,2004-07-13 00:00:00,alanrobinson14@fcai.edu.eg,+20 104044730,"44823 Cairo, Egypt"
1238,Mrs. Michelle Martin,21,3,Female,2005-08-01 00:00:00,mrs.michellemartin85@fcai.edu.eg,+20 121158564,"0517 Cairo, Egypt"
1239,Ashley Brown,22,6,Female,2004-10-03 00:00:00,ashleybrown98@fcai.edu.eg,+20 119987066,"2037 Cairo, Egypt"
1240,Kevin Baxter,21,5,Male,2005-08-16 00:00:00,kevinbaxter50@fcai.edu.eg,+20 104326864,"38544 Cairo, Egypt"
1241,Shawn Williams,18,1,Male,2008-10-25 00:00:00,shawnwilliams85@fcai.edu.eg,+20 157652572,"954 Cairo, Egypt"
1242,Elizabeth Juarez,20,6,Female,2006-07-28 00:00:00,elizabethjuarez22@fcai.edu.eg,+20 126799948,"7425 Cairo, Egypt"
1243,Eugene Bailey,19,1,Male,2007-12-13 00:00:00,eugenebailey44@fcai.edu.eg,+20 157908606,"764 Cairo, Egypt"
1244,Anne Jenkins,21,8,Female,2005-06-26 00:00:00,annejenkins16@fcai.edu.eg,+20 126713948,"93215 Cairo, Egypt"
1245,Julie Lopez,22,5,Female,2004-02-13 00:00:00,julielopez38@fcai.edu.eg,+20 155555424,"97487 Cairo, Egypt"
1246,Maria Cherry,22,2,Female,2004-07-26 00:00:00,mariacherry88@fcai.edu.eg,+20 101837174,"1162 Cairo, Egypt"
1247,Tracy Monroe,20,2,Female,2006-03-13 00:00:00,tracymonroe23@fcai.edu.eg,+20 124062203,"373 Cairo, Egypt"
1248,Amanda Hurst,21,7,Female,2005-07-21 00:00:00,amandahurst50@fcai.edu.eg,+20 115908703,"456 Cairo, Egypt"
1249,Julie Santos,21,1,Female,2005-12-28 00:00:00,juliesantos89@fcai.edu.eg,+20 112665797,"1460 Cairo, Egypt"
1250,Marilyn Kelley,21,3,Female,2005-09-20 00:00:00,marilynkelley70@fcai.edu.eg,+20 118572784,"0605 Cairo, Egypt"
1251,David Shannon,22,5,Male,2004-03-01 00:00:00,davidshannon85@fcai.edu.eg,+20 102316116,"078 Cairo, Egypt"
1252,Michelle Holmes,24,7,Female,2002-11-11 00:00:00,michelleholmes16@fcai.edu.eg,+20 106481230,"203 Cairo, Egypt"
1253,Dr. Christopher Hernandez MD,18,6,Male,2008-11-13 00:00:00,dr.christopherhernandezmd92@fcai.edu.eg,+20 108471923,"2569 Cairo, Egypt"
1254,Daniel Taylor,23,8,Male,2003-10-15 00:00:00,danieltaylor94@fcai.edu.eg,+20 117438416,"899 Cairo, Egypt"
1255,Brianna Molina,18,8,Female,2008-10-27 00:00:00,briannamolina35@fcai.edu.eg,+20 127764897,"21064 Cairo, Egypt"
1256,Joshua Wright,19,3,Male,2007-10-04 00:00:00,joshuawright57@fcai.edu.eg,+20 117018154,"1466 Cairo, Egypt"
1257,Robert Williams,19,7,Male,2007-04-20 00:00:00,robertwilliams37@fcai.edu.eg,+20 103916826,"854 Cairo, Egypt"
1258,Nicholas Deleon,23,3,Male,2003-11-07 00:00:00,nicholasdeleon32@fcai.edu.eg,+20 114877054,"87734 Cairo, Egypt"
1259,Joshua Keller,19,7,Male,2007-09-16 00:00:00,joshuakeller56@fcai.edu.eg,+20 127569769,"693 Cairo, Egypt"
1260,Adam Calhoun,24,8,Male,2002-09-06 00:00:00,adamcalhoun77@fcai.edu.eg,+20 153407661,"32142 Cairo, Egypt"
1261,Laura Bell,23,5,Female,2003-09-07 00:00:00,laurabell15@fcai.edu.eg,+20 158152196,"05429 Cairo, Egypt"
1262,Shawn Fischer,18,6,Male,2008-01-04 00:00:00,shawnfischer56@fcai.edu.eg,+20 103771731,"41381 Cairo, Egypt"
1263,Ryan Johnson,19,6,Male,2007-09-27 00:00:00,ryanjohnson74@fcai.edu.eg,+20 127732207,"7612 Cairo, Egypt"
1264,Nicole Weiss,24,7,Female,2002-12-25 00:00:00,nicoleweiss81@fcai.edu.eg,+20 127253098,"85248 Cairo, Egypt"
1265,Jennifer Taylor,18,1,Female,2008-05-21 00:00:00,jennifertaylor81@fcai.edu.eg,+20 126866405,"7438 Cairo, Egypt"
1266,Don Coffey,23,3,Male,2003-07-23 00:00:00,doncoffey54@fcai.edu.eg,+20 119972124,"8977 Cairo, Egypt"
1267,Dale Gonzales,23,5,Male,2003-08-08 00:00:00,dalegonzales82@fcai.edu.eg,+20 109242425,"66569 Cairo, Egypt"
1268,April Miller,24,1,Female,2002-03-18 00:00:00,aprilmiller44@fcai.edu.eg,+20 129094523,"21402 Cairo, Egypt"
1269,Scott Little,18,4,Male,2008-05-03 00:00:00,scottlittle90@fcai.edu.eg,+20 151959502,"905 Cairo, Egypt"
1270,Jorge Camacho,23,4,Male,2003-09-04 00:00:00,jorgecamacho63@fcai.edu.eg,+20 109703307,"7234 Cairo, Egypt"
1271,Kristen Mcfarland,23,5,Female,2003-10-24 00:00:00,kristenmcfarland11@fcai.edu.eg,+20 127475000,"25042 Cairo, Egypt"
1272,Monique Braun MD,22,5,Female,2004-06-08 00:00:00,moniquebraunmd19@fcai.edu.eg,+20 121866500,"692 Cairo, Egypt"
1273,Jodi Vargas,23,3,Female,2003-06-14 00:00:00,jodivargas76@fcai.edu.eg,+20 121455227,"789 Cairo, Egypt"
1274,Joseph Goodman,19,5,Male,2007-04-17 00:00:00,josephgoodman67@fcai.edu.eg,+20 115319546,"57920 Cairo, Egypt"
1275,Matthew Peters,21,3,Male,2005-03-14 00:00:00,matthewpeters50@fcai.edu.eg,+20 119447047,"29375 Cairo, Egypt"
1276,Jacqueline Valentine,19,3,Female,2007-02-11 00:00:00,jacquelinevalentine16@fcai.edu.eg,+20 158876103,"14856 Cairo, Egypt"
1277,Diana Moody,21,4,Female,2005-08-14 00:00:00,dianamoody60@fcai.edu.eg,+20 103641531,"558 Cairo, Egypt"
1278,Tina English,22,5,Female,2004-07-08 00:00:00,tinaenglish86@fcai.edu.eg,+20 152188044,"851 Cairo, Egypt"
1279,Terry Ferrell,23,4,Male,2003-09-20 00:00:00,terryferrell69@fcai.edu.eg,+20 156864568,"6349 Cairo, Egypt"
1280,Joe Schmidt,21,5,Male,2005-02-18 00:00:00,joeschmidt75@fcai.edu.eg,+20 125988488,"598 Cairo, Egypt"
1281,Margaret Brooks,21,7,Female,2005-05-13 00:00:00,margaretbrooks82@fcai.edu.eg,+20 105846506,"6690 Cairo, Egypt"
1282,Patrick Farmer,23,3,Male,2003-07-08 00:00:00,patrickfarmer46@fcai.edu.eg,+20 106614945,"51909 Cairo, Egypt"
1283,Alan Branch,18,3,Male,2008-02-22 00:00:00,alanbranch70@fcai.edu.eg,+20 156390443,"9593 Cairo, Egypt"
1284,Brian Moore,18,4,Male,2008-07-23 00:00:00,brianmoore38@fcai.edu.eg,+20 101740460,"945 Cairo, Egypt"
1285,Peter Gonzalez,24,1,Male,2002-01-13 00:00:00,petergonzalez22@fcai.edu.eg,+20 124016771,"43734 Cairo, Egypt"
1286,Erin Snow,21,4,Female,2005-05-17 00:00:00,erinsnow20@fcai.edu.eg,+20 157663597,"69784 Cairo, Egypt"
1287,Tammie Thomas,23,6,Female,2003-08-14 00:00:00,tammiethomas95@fcai.edu.eg,+20 159636871,"26231 Cairo, Egypt"
1288,Amy Lewis,23,8,Female,2003-04-28 00:00:00,amylewis24@fcai.edu.eg,+20 105967283,"571 Cairo, Egypt"
1289,Michael Duran,19,7,Male,2007-03-03 00:00:00,michaelduran38@fcai.edu.eg,+20 115412108,"26390 Cairo, Egypt"
1290,Donna Butler,24,7,Female,2002-10-21 00:00:00,donnabutler39@fcai.edu.eg,+20 119788504,"1890 Cairo, Egypt"
1291,Bryan Garcia,19,4,Male,2007-06-19 00:00:00,bryangarcia13@fcai.edu.eg,+20 155819922,"6303 Cairo, Egypt"
1292,Mrs. Heidi Zavala,23,5,Female,2003-01-21 00:00:00,mrs.heidizavala69@fcai.edu.eg,+20 129702744,"005 Cairo, Egypt"
1293,David Erickson,19,4,Male,2007-06-14 00:00:00,daviderickson68@fcai.edu.eg,+20 111298224,"542 Cairo, Egypt"
1294,Sara Hawkins,21,7,Female,2005-06-09 00:00:00,sarahawkins20@fcai.edu.eg,+20 152171421,"67600 Cairo, Egypt"
1295,Monique Price,22,6,Female,2004-06-21 00:00:00,moniqueprice58@fcai.edu.eg,+20 129126015,"3278 Cairo, Egypt"
1296,Nicholas Armstrong,23,6,Male,2003-10-18 00:00:00,nicholasarmstrong47@fcai.edu.eg,+20 125134397,"412 Cairo, Egypt"
1297,Samuel Stein,19,1,Male,2007-11-23 00:00:00,samuelstein76@fcai.edu.eg,+20 152893218,"13710 Cairo, Egypt"
1298,Philip Baxter,22,7,Male,2004-09-12 00:00:00,philipbaxter83@fcai.edu.eg,+20 124013485,"44162 Cairo, Egypt"
1299,Melissa Harris,20,3,Female,2006-03-10 00:00:00,melissaharris44@fcai.edu.eg,+20 101322006,"303 Cairo, Egypt"
1300,Craig Brown,20,1,Male,2006-03-22 00:00:00,craigbrown92@fcai.edu.eg,+20 154140419,"73840 Cairo, Egypt"
1301,David Sanchez,18,1,Male,2008-03-20 00:00:00,davidsanchez12@fcai.edu.eg,+20 128336383,"6684 Cairo, Egypt"
1302,Jason Mccarthy,23,7,Male,2003-07-26 00:00:00,jasonmccarthy77@fcai.edu.eg,+20 124464126,"9630 Cairo, Egypt"
1303,Vincent Briggs,18,5,Male,2008-08-07 00:00:00,vincentbriggs28@fcai.edu.eg,+20 124237179,"4161 Cairo, Egypt"
1304,Stephanie Reed,23,4,Female,2003-08-11 00:00:00,stephaniereed75@fcai.edu.eg,+20 118352491,"6409 Cairo, Egypt"
1305,Jonathan Jacobs,19,3,Male,2007-05-15 00:00:00,jonathanjacobs99@fcai.edu.eg,+20 118594366,"31978 Cairo, Egypt"
1306,Sarah Peters,22,7,Female,2004-06-06 00:00:00,sarahpeters29@fcai.edu.eg,+20 116565213,"304 Cairo, Egypt"
1307,Andrew Garcia,18,3,Male,2008-09-22 00:00:00,andrewgarcia11@fcai.edu.eg,+20 156003699,"84277 Cairo, Egypt"
1308,Chase Martinez,23,8,Male,2003-05-08 00:00:00,chasemartinez24@fcai.edu.eg,+20 128388448,"55344 Cairo, Egypt"
1309,Brandon Roach,18,5,Male,2008-07-06 00:00:00,brandonroach53@fcai.edu.eg,+20 157303959,"39235 Cairo, Egypt"
1310,Jillian Romero,23,3,Female,2003-04-16 00:00:00,jillianromero61@fcai.edu.eg,+20 105252289,"5214 Cairo, Egypt"
1311,Frederick Reyes,24,1,Male,2002-11-27 00:00:00,frederickreyes92@fcai.edu.eg,+20 114205309,"0864 Cairo, Egypt"
1312,David Welch,24,2,Male,2002-07-03 00:00:00,davidwelch86@fcai.edu.eg,+20 111174476,"4276 Cairo, Egypt"
1313,Mrs. Darlene Li,19,3,Female,2007-05-14 00:00:00,mrs.darleneli66@fcai.edu.eg,+20 118543395,"336 Cairo, Egypt"
1314,Michael Fletcher,23,8,Male,2003-04-01 00:00:00,michaelfletcher47@fcai.edu.eg,+20 109459237,"2586 Cairo, Egypt"
1315,Robert Williams,22,7,Male,2004-12-26 00:00:00,robertwilliams71@fcai.edu.eg,+20 105897369,"28817 Cairo, Egypt"
1316,Tina Mccoy,22,1,Female,2004-09-12 00:00:00,tinamccoy60@fcai.edu.eg,+20 123012654,"4351 Cairo, Egypt"
1317,Shannon Taylor,19,5,Female,2007-06-01 00:00:00,shannontaylor51@fcai.edu.eg,+20 124310253,"5596 Cairo, Egypt"
1318,James Smith,24,6,Male,2002-07-01 00:00:00,jamessmith83@fcai.edu.eg,+20 108006824,"13048 Cairo, Egypt"
1319,Caleb Jones,18,7,Male,2008-07-03 00:00:00,calebjones78@fcai.edu.eg,+20 115990615,"743 Cairo, Egypt"
1320,William Davis,23,2,Male,2003-08-25 00:00:00,williamdavis72@fcai.edu.eg,+20 124793668,"69148 Cairo, Egypt"
1321,Christina Cross,21,8,Female,2005-03-02 00:00:00,christinacross13@fcai.edu.eg,+20 113775284,"4125 Cairo, Egypt"
1322,Barbara Kent,21,3,Female,2005-12-08 00:00:00,barbarakent89@fcai.edu.eg,+20 121596193,"4490 Cairo, Egypt"
1323,Michael Kelly,23,7,Male,2003-12-10 00:00:00,michaelkelly47@fcai.edu.eg,+20 103846052,"754 Cairo, Egypt"
1324,Roger Bonilla,21,7,Male,2005-03-12 00:00:00,rogerbonilla78@fcai.edu.eg,+20 103969626,"8024 Cairo, Egypt"
1325,Greg Carroll,18,4,Male,2008-03-25 00:00:00,gregcarroll22@fcai.edu.eg,+20 127350223,"25682 Cairo, Egypt"
1326,Robert Compton,22,8,Male,2004-04-28 00:00:00,robertcompton12@fcai.edu.eg,+20 113006670,"33087 Cairo, Egypt"
1327,Sandra Nichols,20,3,Female,2006-11-14 00:00:00,sandranichols66@fcai.edu.eg,+20 152625385,"114 Cairo, Egypt"
1328,Sarah Young,23,1,Female,2003-10-21 00:00:00,sarahyoung81@fcai.edu.eg,+20 121505968,"455 Cairo, Egypt"
1329,Stephanie Reyes,21,2,Female,2005-12-15 00:00:00,stephaniereyes66@fcai.edu.eg,+20 111051368,"56765 Cairo, Egypt"
1330,Gina Chen,18,8,Female,2008-05-10 00:00:00,ginachen71@fcai.edu.eg,+20 109559961,"7344 Cairo, Egypt"
1331,Frank Harding,23,8,Male,2003-03-13 00:00:00,frankharding48@fcai.edu.eg,+20 103029715,"32405 Cairo, Egypt"
1332,Hannah Kent,21,2,Female,2005-03-06 00:00:00,hannahkent98@fcai.edu.eg,+20 108800033,"6972 Cairo, Egypt"
1333,Erica Hughes,22,4,Female,2004-12-17 00:00:00,ericahughes87@fcai.edu.eg,+20 154972278,"821 Cairo, Egypt"
1334,Christine Richardson,18,7,Female,2008-02-19 00:00:00,christinerichardson90@fcai.edu.eg,+20 126653916,"8796 Cairo, Egypt"
1335,Jennifer Flynn,20,8,Female,2006-09-18 00:00:00,jenniferflynn50@fcai.edu.eg,+20 151688341,"15836 Cairo, Egypt"
1336,Teresa Rivers,18,1,Female,2008-04-06 00:00:00,teresarivers40@fcai.edu.eg,+20 154507120,"516 Cairo, Egypt"
1337,Miranda Phillips,21,1,Female,2005-02-16 00:00:00,mirandaphillips34@fcai.edu.eg,+20 127152234,"72688 Cairo, Egypt"
1338,Victor Black,20,8,Male,2006-01-17 00:00:00,victorblack33@fcai.edu.eg,+20 108110174,"59444 Cairo, Egypt"
1339,Justin Walker,24,7,Male,2002-10-08 00:00:00,justinwalker91@fcai.edu.eg,+20 151249539,"18822 Cairo, Egypt"
1340,Krista Hodge,20,6,Female,2006-11-01 00:00:00,kristahodge20@fcai.edu.eg,+20 154477267,"95521 Cairo, Egypt"
1341,Jenna Smith,22,5,Female,2004-03-27 00:00:00,jennasmith47@fcai.edu.eg,+20 101427102,"472 Cairo, Egypt"
1342,Sarah Klein,18,2,Female,2008-08-06 00:00:00,sarahklein47@fcai.edu.eg,+20 107074022,"5424 Cairo, Egypt"
1343,Ronald Gonzalez,22,1,Male,2004-03-10 00:00:00,ronaldgonzalez77@fcai.edu.eg,+20 102585313,"2867 Cairo, Egypt"
1344,Debbie Bryan,19,2,Female,2007-04-21 00:00:00,debbiebryan85@fcai.edu.eg,+20 153468917,"87159 Cairo, Egypt"
1345,Sara Cantu,19,6,Female,2007-11-24 00:00:00,saracantu39@fcai.edu.eg,+20 108213701,"88060 Cairo, Egypt"
1346,Rebecca Mora,19,8,Female,2007-10-17 00:00:00,rebeccamora76@fcai.edu.eg,+20 112159709,"24549 Cairo, Egypt"
1347,Daniel Conway,24,5,Male,2002-08-01 00:00:00,danielconway12@fcai.edu.eg,+20 111922050,"8679 Cairo, Egypt"
1348,James Morris,23,8,Male,2003-07-27 00:00:00,jamesmorris73@fcai.edu.eg,+20 153274413,"26620 Cairo, Egypt"
1349,Thomas Brown,21,8,Male,2005-06-24 00:00:00,thomasbrown62@fcai.edu.eg,+20 102848249,"04508 Cairo, Egypt"
1350,Jessica Miller,24,8,Female,2002-10-01 00:00:00,jessicamiller94@fcai.edu.eg,+20 117092061,"70257 Cairo, Egypt"
1351,Krista Lopez,24,2,Female,2002-07-26 00:00:00,kristalopez43@fcai.edu.eg,+20 103564694,"012 Cairo, Egypt"
1352,Taylor Morrison,21,1,Male,2005-03-26 00:00:00,taylormorrison53@fcai.edu.eg,+20 127331597,"4335 Cairo, Egypt"
1353,Darrell Duke,22,2,Male,2004-09-15 00:00:00,darrellduke13@fcai.edu.eg,+20 126619848,"01045 Cairo, Egypt"
1354,Regina Garrett,18,3,Female,2008-06-06 00:00:00,reginagarrett22@fcai.edu.eg,+20 103060950,"77606 Cairo, Egypt"
1355,Brooke Thornton,19,2,Female,2007-05-10 00:00:00,brookethornton53@fcai.edu.eg,+20 108897425,"688 Cairo, Egypt"
1356,Sarah Malone,24,8,Female,2002-07-02 00:00:00,sarahmalone47@fcai.edu.eg,+20 118566406,"1402 Cairo, Egypt"
1357,Faith Fleming,21,8,Female,2005-10-16 00:00:00,faithfleming12@fcai.edu.eg,+20 125099977,"0106 Cairo, Egypt"
1358,Kyle Thompson,20,3,Male,2006-04-07 00:00:00,kylethompson33@fcai.edu.eg,+20 105091601,"79033 Cairo, Egypt"
1359,Daniel Black,20,3,Male,2006-08-26 00:00:00,danielblack52@fcai.edu.eg,+20 117527982,"0585 Cairo, Egypt"
1360,Veronica Wells,19,8,Female,2007-08-07 00:00:00,veronicawells72@fcai.edu.eg,+20 118395165,"68677 Cairo, Egypt"
1361,Ashley Hebert,18,4,Female,2008-11-05 00:00:00,ashleyhebert99@fcai.edu.eg,+20 117763142,"357 Cairo, Egypt"
1362,Donald Nielsen,21,7,Male,2005-04-07 00:00:00,donaldnielsen73@fcai.edu.eg,+20 119593145,"283 Cairo, Egypt"
1363,Jennifer Jennings,19,2,Female,2007-01-25 00:00:00,jenniferjennings17@fcai.edu.eg,+20 125277300,"6478 Cairo, Egypt"
1364,Leonard Kaufman,22,4,Male,2004-02-07 00:00:00,leonardkaufman14@fcai.edu.eg,+20 129913612,"12917 Cairo, Egypt"
1365,Brett Wells,21,8,Male,2005-12-26 00:00:00,brettwells85@fcai.edu.eg,+20 103513185,"15339 Cairo, Egypt"
1366,Jennifer Wall,24,6,Female,2002-12-23 00:00:00,jenniferwall94@fcai.edu.eg,+20 121139411,"13858 Cairo, Egypt"
1367,Cory Sanchez,21,5,Male,2005-03-27 00:00:00,corysanchez72@fcai.edu.eg,+20 109208522,"0097 Cairo, Egypt"
1368,Beth Obrien,18,5,Female,2008-03-16 00:00:00,bethobrien35@fcai.edu.eg,+20 151769698,"617 Cairo, Egypt"
1369,Candice Shaffer,21,4,Female,2005-03-28 00:00:00,candiceshaffer81@fcai.edu.eg,+20 151129097,"61023 Cairo, Egypt"
1370,Hannah Martinez,19,3,Female,2007-06-05 00:00:00,hannahmartinez71@fcai.edu.eg,+20 116121268,"329 Cairo, Egypt"
1371,Christopher Smith,20,4,Male,2006-05-13 00:00:00,christophersmith93@fcai.edu.eg,+20 156917429,"6994 Cairo, Egypt"
1372,Jennifer Cooper,20,7,Female,2006-02-16 00:00:00,jennifercooper24@fcai.edu.eg,+20 109847560,"0589 Cairo, Egypt"
1373,Kevin Allen Jr.,24,8,Male,2002-10-07 00:00:00,kevinallenjr.91@fcai.edu.eg,+20 111499188,"074 Cairo, Egypt"
1374,Rachel Howard,18,1,Female,2008-04-18 00:00:00,rachelhoward98@fcai.edu.eg,+20 155729812,"020 Cairo, Egypt"
1375,Michelle White,18,1,Female,2008-10-15 00:00:00,michellewhite70@fcai.edu.eg,+20 157174887,"730 Cairo, Egypt"
1376,Mark Vance,24,3,Male,2002-03-28 00:00:00,markvance22@fcai.edu.eg,+20 117757948,"551 Cairo, Egypt"
1377,Stephanie Rodriguez,23,5,Female,2003-06-13 00:00:00,stephanierodriguez50@fcai.edu.eg,+20 151446221,"508 Cairo, Egypt"
1378,Ruth Osborn,24,8,Female,2002-07-20 00:00:00,ruthosborn41@fcai.edu.eg,+20 113871792,"271 Cairo, Egypt"
1379,Travis Jones,19,3,Male,2007-09-03 00:00:00,travisjones37@fcai.edu.eg,+20 151410499,"6551 Cairo, Egypt"
1380,Elizabeth Flores,23,6,Female,2003-01-23 00:00:00,elizabethflores39@fcai.edu.eg,+20 105779424,"537 Cairo, Egypt"
1381,John Bonilla,23,7,Male,2003-11-27 00:00:00,johnbonilla97@fcai.edu.eg,+20 158138077,"028 Cairo, Egypt"
1382,John Smith,23,4,Male,2003-07-06 00:00:00,johnsmith35@fcai.edu.eg,+20 115143682,"2730 Cairo, Egypt"
1383,Nathan Andrews,22,1,Male,2004-07-04 00:00:00,nathanandrews19@fcai.edu.eg,+20 116836774,"6423 Cairo, Egypt"
1384,Garrett Miller,19,4,Male,2007-10-02 00:00:00,garrettmiller31@fcai.edu.eg,+20 155277141,"76723 Cairo, Egypt"
1385,Claudia Reynolds,22,7,Female,2004-08-26 00:00:00,claudiareynolds80@fcai.edu.eg,+20 152550370,"144 Cairo, Egypt"
1386,Mr. Timothy Robles,22,5,Male,2004-03-06 00:00:00,mr.timothyrobles62@fcai.edu.eg,+20 114379474,"944 Cairo, Egypt"
1387,Annette Cooper,20,6,Female,2006-08-15 00:00:00,annettecooper73@fcai.edu.eg,+20 101773094,"02957 Cairo, Egypt"
1388,Richard Mercado,24,8,Male,2002-02-18 00:00:00,richardmercado74@fcai.edu.eg,+20 101764768,"7679 Cairo, Egypt"
1389,Anthony Sanchez,23,5,Male,2003-10-20 00:00:00,anthonysanchez75@fcai.edu.eg,+20 103388595,"33361 Cairo, Egypt"
1390,Jeffrey Parker,24,6,Male,2002-05-27 00:00:00,jeffreyparker72@fcai.edu.eg,+20 152620801,"5655 Cairo, Egypt"
1391,Scott Hayes,24,4,Male,2002-09-27 00:00:00,scotthayes41@fcai.edu.eg,+20 151571786,"4437 Cairo, Egypt"
1392,Anne Hopkins,21,5,Female,2005-10-11 00:00:00,annehopkins12@fcai.edu.eg,+20 105080121,"36037 Cairo, Egypt"
1393,Rebecca White,22,3,Female,2004-06-22 00:00:00,rebeccawhite44@fcai.edu.eg,+20 111150513,"08976 Cairo, Egypt"
1394,Jeffery Rivers,24,2,Male,2002-01-11 00:00:00,jefferyrivers75@fcai.edu.eg,+20 126731335,"474 Cairo, Egypt"
1395,Timothy Reese,21,6,Male,2005-07-20 00:00:00,timothyreese64@fcai.edu.eg,+20 108271842,"0392 Cairo, Egypt"
1396,Robert Olson,22,6,Male,2004-10-12 00:00:00,robertolson41@fcai.edu.eg,+20 124148991,"3747 Cairo, Egypt"
1397,Jennifer Cox,19,6,Female,2007-05-08 00:00:00,jennifercox99@fcai.edu.eg,+20 109613995,"8863 Cairo, Egypt"
1398,James Whitehead,20,2,Male,2006-04-18 00:00:00,jameswhitehead78@fcai.edu.eg,+20 107119135,"162 Cairo, Egypt"
1399,Kimberly Jones,18,4,Female,2008-01-24 00:00:00,kimberlyjones36@fcai.edu.eg,+20 119681520,"4270 Cairo, Egypt"
1400,Manuel Hernandez,23,6,Male,2003-11-20 00:00:00,manuelhernandez62@fcai.edu.eg,+20 159905355,"0232 Cairo, Egypt"
1401,Lori Williamson,20,5,Female,2006-06-20 00:00:00,loriwilliamson46@fcai.edu.eg,+20 108454792,"007 Cairo, Egypt"
1402,Jennifer Hudson,19,6,Female,2007-02-25 00:00:00,jenniferhudson53@fcai.edu.eg,+20 156433341,"5999 Cairo, Egypt"
1403,Steven Cabrera,18,8,Male,2008-09-25 00:00:00,stevencabrera16@fcai.edu.eg,+20 153881730,"19924 Cairo, Egypt"
1404,Edward Pugh,21,8,Male,2005-07-09 00:00:00,edwardpugh60@fcai.edu.eg,+20 122808160,"48702 Cairo, Egypt"
1405,Jessica White,22,6,Female,2004-06-27 00:00:00,jessicawhite19@fcai.edu.eg,+20 115536120,"8313 Cairo, Egypt"
1406,Victoria Mcfarland,24,8,Female,2002-01-21 00:00:00,victoriamcfarland60@fcai.edu.eg,+20 106201729,"11648 Cairo, Egypt"
1407,Jill Woods,23,5,Female,2003-09-17 00:00:00,jillwoods75@fcai.edu.eg,+20 116983341,"158 Cairo, Egypt"
1408,Patrick Koch,22,3,Male,2004-02-22 00:00:00,patrickkoch26@fcai.edu.eg,+20 103282606,"25973 Cairo, Egypt"
1409,Lucas Mahoney,23,5,Male,2003-03-02 00:00:00,lucasmahoney93@fcai.edu.eg,+20 151257355,"08213 Cairo, Egypt"
1410,Hannah Hamilton,22,5,Female,2004-07-04 00:00:00,hannahhamilton36@fcai.edu.eg,+20 108190261,"797 Cairo, Egypt"
1411,Jeremy Perez,20,6,Male,2006-08-17 00:00:00,jeremyperez16@fcai.edu.eg,+20 101151652,"959 Cairo, Egypt"
1412,Barbara Carter,19,2,Female,2007-11-23 00:00:00,barbaracarter19@fcai.edu.eg,+20 111277764,"46777 Cairo, Egypt"
1413,Cory Nguyen,19,6,Male,2007-05-19 00:00:00,corynguyen22@fcai.edu.eg,+20 151123110,"60984 Cairo, Egypt"
1414,Beth Spence,24,4,Female,2002-12-25 00:00:00,bethspence39@fcai.edu.eg,+20 126427563,"388 Cairo, Egypt"
1415,Lori Robinson,23,6,Female,2003-10-03 00:00:00,lorirobinson87@fcai.edu.eg,+20 152855511,"723 Cairo, Egypt"
1416,Pamela Garcia,21,5,Female,2005-08-14 00:00:00,pamelagarcia11@fcai.edu.eg,+20 123815831,"0931 Cairo, Egypt"
1417,Heather Roach,24,2,Female,2002-10-22 00:00:00,heatherroach28@fcai.edu.eg,+20 125419033,"0133 Cairo, Egypt"
1418,Derek Johnson,23,7,Male,2003-08-05 00:00:00,derekjohnson72@fcai.edu.eg,+20 105747875,"4085 Cairo, Egypt"
1419,Kristen Parker,23,5,Female,2003-02-09 00:00:00,kristenparker25@fcai.edu.eg,+20 157610007,"908 Cairo, Egypt"
1420,Jonathan Riley,22,4,Male,2004-02-13 00:00:00,jonathanriley54@fcai.edu.eg,+20 113932779,"1688 Cairo, Egypt"
1421,Joe Patel Jr.,22,3,Male,2004-10-19 00:00:00,joepateljr.91@fcai.edu.eg,+20 123284699,"6460 Cairo, Egypt"
1422,Ricky Rivera,19,4,Male,2007-12-24 00:00:00,rickyrivera64@fcai.edu.eg,+20 112999147,"794 Cairo, Egypt"
1423,Richard Sullivan,20,2,Male,2006-12-16 00:00:00,richardsullivan76@fcai.edu.eg,+20 107000996,"64274 Cairo, Egypt"
1424,Kyle Browning,18,6,Male,2008-03-27 00:00:00,kylebrowning65@fcai.edu.eg,+20 124655073,"36940 Cairo, Egypt"
1425,Roberto Smith,22,8,Male,2004-02-19 00:00:00,robertosmith66@fcai.edu.eg,+20 124063630,"85482 Cairo, Egypt"
