InstructorID,InstructorName,DepartmentID,Email,HireDate
1632,Dr. Madison Delgado,8,ycoleman@fcai.edu.eg,2017-06-01 00:00:00
1633,Dr. Taylor Davis,3,maddoxjonathan@fcai.edu.eg,2022-02-12 00:00:00
1634,Dr. Thomas Morrow,5,deborah87@fcai.edu.eg,2021-04-28 00:00:00
1635,Dr. Robert Barnett,4,fryedaniel@fcai.edu.eg,2023-01-11 00:00:00
1636,Dr. Julian Turner,2,patrick09@fcai.edu.eg,2023-03-02 00:00:00
1637,Dr. Manuel Burns,1,gkirk@fcai.edu.eg,2019-11-14 00:00:00
1638,Dr. Jessica Caldwell,1,johnsontheresa@fcai.edu.eg,2020-05-08 00:00:00
1639,Dr. Beverly Bailey,7,dana21@fcai.edu.eg,2022-05-30 00:00:00
1640,Dr. Bobby Pratt,4,jasmine74@fcai.edu.eg,2016-12-29 00:00:00
1641,Dr. John Wiley,1,hsingh@fcai.edu.eg,2017-01-01 00:00:00
1642,Dr. Samantha Hicks,2,pbridges@fcai.edu.eg,2016-09-05 00:00:00
1643,Dr. Nicholas Cruz,3,sandra82@fcai.edu.eg,2020-05-03 00:00:00
1644,Dr. Cody Martinez,1,twatts@fcai.edu.eg,2023-03-06 00:00:00
1645,Dr. Phillip Burns,5,vrichards@fcai.edu.eg,2018-12-09 00:00:00
1646,Dr. Veronica Bradley,6,matthewmora@fcai.edu.eg,2015-08-17 00:00:00
1647,Dr. Alexis Zimmerman,2,rwilson@fcai.edu.eg,2017-02-12 00:00:00
1648,Dr. Kendra Brooks,5,beckerdavid@fcai.edu.eg,2017-06-24 00:00:00
1649,Dr. Kathryn Smith,1,brayjessica@fcai.edu.eg,2022-07-25 00:00:00
1650,Dr. Steven Diaz,5,ernestking@fcai.edu.eg,2016-05-29 00:00:00
1651,Dr. Megan Gibson,7,vpittman@fcai.edu.eg,2017-06-09 00:00:00
1652,Dr. Anthony Ferguson,2,xdominguez@fcai.edu.eg,2021-09-13 00:00:00
1653,Dr. Edward Medina,2,lmiller@fcai.edu.eg,2017-01-12 00:00:00
1654,Dr. Randy Bell,8,austinlauren@fcai.edu.eg,2022-06-27 00:00:00
1655,Dr. Sydney Raymond,3,jamesriggs@fcai.edu.eg,2022-07-04 00:00:00
1656,Dr. Jessica Haynes,3,vjackson@fcai.edu.eg,2017-10-27 00:00:00
1657,Dr. Natasha Downs,8,gibsonjordan@fcai.edu.eg,2018-07-22 00:00:00
1658,Dr. Brian Jackson,2,adkinstammy@fcai.edu.eg,2019-08-28 00:00:00
1659,Dr. Alyssa Stone,1,joseph96@fcai.edu.eg,2022-10-04 00:00:00
1660,Dr. Greg Thomas,5,zfoster@fcai.edu.eg,2019-11-26 00:00:00
1661,Dr. Scott Hoffman,4,michellewang@fcai.edu.eg,2020-06-17 00:00:00
1662,Dr. Maria Rodgers,8,brent19@fcai.edu.eg,2017-05-28 00:00:00
1663,Dr. Ruben Garcia,5,amanda78@fcai.edu.eg,2016-10-13 00:00:00
1664,Dr. Julie Bryan,4,pdunlap@fcai.edu.eg,2021-12-13 00:00:00
1665,Dr. Brittney Le,7,ksmith@fcai.edu.eg,2016-01-18 00:00:00
1666,Dr. Suzanne Jones,1,franklinelizabeth@fcai.edu.eg,2020-04-06 00:00:00
1667,Dr. Tiffany Knight,5,brianduran@fcai.edu.eg,2018-10-12 00:00:00
1668,Dr. Aaron Cooley,2,jennifer29@fcai.edu.eg,2019-11-12 00:00:00
1669,Dr. Taylor Maddox,3,robertmendez@fcai.edu.eg,2019-02-11 00:00:00
1670,Dr. Rebecca Peterson,6,pking@fcai.edu.eg,2021-01-14 00:00:00
1671,Dr. Alyssa Watson,6,ryanbaker@fcai.edu.eg,2018-10-17 00:00:00
1672,Dr. Robert Johnston,4,progers@fcai.edu.eg,2020-05-25 00:00:00
1673,Dr. Michelle Collins,8,melissa16@fcai.edu.eg,2019-05-01 00:00:00
1674,Dr. Michael Bradford,1,jessicapalmer@fcai.edu.eg,2016-12-05 00:00:00
1675,Dr. Chad Ball,3,wmurphy@fcai.edu.eg,2016-05-05 00:00:00
1676,Dr. Alan Kennedy,2,michael39@fcai.edu.eg,2016-10-08 00:00:00
1677,Dr. Ruben Thomas,4,lhall@fcai.edu.eg,2016-12-09 00:00:00
1678,Dr. Earl Cervantes,8,beankaren@fcai.edu.eg,2021-09-08 00:00:00
1679,Dr. Jennifer Rodriguez,6,bryanstephen@fcai.edu.eg,2018-05-09 00:00:00
1680,Dr. Elijah Anderson,2,darlenepham@fcai.edu.eg,2022-07-27 00:00:00
1681,Dr. Amber Warren,1,idavidson@fcai.edu.eg,2021-06-22 00:00:00
1682,Dr. Jody Holland,5,rvargas@fcai.edu.eg,2022-07-30 00:00:00
1683,Dr. Gabriel Fox,5,jasmine75@fcai.edu.eg,2016-12-30 00:00:00
1684,Dr. Shawn Perkins,4,sarah77@fcai.edu.eg,2017-02-16 00:00:00
1685,Dr. Elizabeth Gray,8,walshsarah@fcai.edu.eg,2020-10-14 00:00:00
1686,Dr. William King,3,richarddean@fcai.edu.eg,2022-03-12 00:00:00
1687,Dr. Tanya Reid,1,dgarcia@fcai.edu.eg,2020-07-20 00:00:00
1688,Dr. Erik Carter,7,josephmorris@fcai.edu.eg,2015-09-29 00:00:00
1689,Dr. Sara Rodriguez,4,dustinsutton@fcai.edu.eg,2021-12-30 00:00:00
1690,Dr. Robert Walker,7,bettymason@fcai.edu.eg,2020-07-04 00:00:00
1691,Dr. Paige Dennis,2,ecruz@fcai.edu.eg,2018-02-14 00:00:00
1692,Dr. Melinda Velez,5,clarkericardo@fcai.edu.eg,2022-12-04 00:00:00
1693,Dr. Melissa Burns,5,rachel98@fcai.edu.eg,2015-07-27 00:00:00
1694,Dr. Bethany Hansen,3,kwatts@fcai.edu.eg,2017-10-29 00:00:00
1695,Dr. Christopher Hernandez,3,laurenlandry@fcai.edu.eg,2021-07-07 00:00:00
1696,Dr. Regina Daniel,7,silvawesley@fcai.edu.eg,2015-12-25 00:00:00
1697,Dr. Eduardo Patel,5,cwang@fcai.edu.eg,2022-05-10 00:00:00
1698,Dr. Tyler Kirby,5,jasminesmith@fcai.edu.eg,2017-01-22 00:00:00
1699,Dr. Chad Jones,3,courtneylopez@fcai.edu.eg,2019-12-28 00:00:00
1700,Dr. Darren Liu,1,powellstephanie@fcai.edu.eg,2019-04-14 00:00:00
1701,Dr. Kaitlyn Ramos,8,jessicawilliams@fcai.edu.eg,2022-02-10 00:00:00
1702,Dr. Christina Mcclure,4,donald72@fcai.edu.eg,2020-05-23 00:00:00
1703,Dr. Cynthia Moore,5,kelleyjonathan@fcai.edu.eg,2018-12-07 00:00:00
1704,Dr. Lynn Cortez,3,torresadam@fcai.edu.eg,2019-12-10 00:00:00
1705,Dr. Lauren Wilson,5,ogomez@fcai.edu.eg,2019-03-16 00:00:00
1706,Dr. Sharon Brady,8,hooverteresa@fcai.edu.eg,2021-07-31 00:00:00
1707,Dr. Brady Wilson,3,meredithjackson@fcai.edu.eg,2016-02-23 00:00:00
1708,Dr. Sheila Cox,2,pchandler@fcai.edu.eg,2020-10-02 00:00:00
1709,Dr. Kenneth Thompson,3,pecksamantha@fcai.edu.eg,2019-06-17 00:00:00
1710,Dr. Morgan Rivas,1,michele36@fcai.edu.eg,2018-03-03 00:00:00
1711,Dr. John Nixon,5,melissabell@fcai.edu.eg,2019-04-21 00:00:00
1712,Dr. Jason Wolfe,1,ginadelgado@fcai.edu.eg,2022-06-18 00:00:00
1713,Dr. Kristin Russell,8,stephanieedwards@fcai.edu.eg,2017-11-17 00:00:00
1714,Dr. Maureen Dillon,5,khogan@fcai.edu.eg,2016-03-08 00:00:00
1715,Dr. Brian Wright,4,ramosnathan@fcai.edu.eg,2023-01-11 00:00:00
1716,Dr. Ashley Parker,2,trujillochase@fcai.edu.eg,2018-01-03 00:00:00
1717,Dr. Jay Wilson,3,alexiscarpenter@fcai.edu.eg,2019-12-21 00:00:00
1718,Dr. Bruce Ortiz,4,reiddawn@fcai.edu.eg,2021-09-14 00:00:00
1719,Dr. Dana Jones,5,paul59@fcai.edu.eg,2017-12-05 00:00:00
1720,Dr. Audrey Ramos,4,stephensoncameron@fcai.edu.eg,2018-12-30 00:00:00
1721,Dr. Tammy Little,4,wongmichael@fcai.edu.eg,2021-01-07 00:00:00
1722,Dr. James Jones,3,josephwhitaker@fcai.edu.eg,2019-02-23 00:00:00
1723,Dr. Lance Pollard,8,atkinsonchristopher@fcai.edu.eg,2016-04-09 00:00:00
1724,Dr. Joshua Mckenzie,5,wevans@fcai.edu.eg,2022-09-25 00:00:00
1725,Dr. Shannon Smith,6,stevenpatrick@fcai.edu.eg,2023-02-19 00:00:00
1726,Dr. Nicholas Clark,2,randolphdavid@fcai.edu.eg,2018-09-20 00:00:00
1727,Dr. Brittany Norris,5,brownzachary@fcai.edu.eg,2019-11-27 00:00:00
1728,Dr. Ryan Foster,2,patricia22@fcai.edu.eg,2015-07-14 00:00:00
1729,Dr. Katherine Douglas,6,rstone@fcai.edu.eg,2017-09-14 00:00:00
1730,Dr. Peter Kennedy,6,sanchezvanessa@fcai.edu.eg,2016-11-26 00:00:00
1731,Dr. Dawn Hester,7,erica41@fcai.edu.eg,2016-05-19 00:00:00
1732,Dr. Ruth Dennis,3,gloria78@fcai.edu.eg,2022-07-19 00:00:00
1733,Dr. Hannah Marshall,3,benjaminlang@fcai.edu.eg,2021-07-09 00:00:00
1734,Dr. Catherine Meyers,8,wlewis@fcai.edu.eg,2021-06-29 00:00:00
1735,Dr. Timothy Howard,5,sandra76@fcai.edu.eg,2016-07-19 00:00:00
1736,Dr. Pamela Russo,8,marksherman@fcai.edu.eg,2015-12-10 00:00:00
1737,Dr. Juan Anderson,7,elijahbrock@fcai.edu.eg,2018-08-25 00:00:00
1738,Dr. Angela Lewis,6,opaul@fcai.edu.eg,2020-11-08 00:00:00
1739,Dr. Jason Hart,1,christopher00@fcai.edu.eg,2020-03-11 00:00:00
1740,Dr. Anthony Walsh,2,egoodwin@fcai.edu.eg,2018-02-20 00:00:00
1741,Dr. Ashley Douglas,6,glenn29@fcai.edu.eg,2019-02-05 00:00:00
1742,Dr. Corey Weber,6,richardsonalexandra@fcai.edu.eg,2022-09-14 00:00:00
1743,Dr. Robin Waters,3,jeanneallen@fcai.edu.eg,2017-07-19 00:00:00
1744,Dr. Robin Patel,2,misty99@fcai.edu.eg,2023-02-21 00:00:00
1745,Dr. Kimberly Reyes,5,david01@fcai.edu.eg,2021-08-27 00:00:00
1746,Dr. Stacy Roberts,6,john66@fcai.edu.eg,2022-10-04 00:00:00
1747,Dr. Brett Willis,2,ryan71@fcai.edu.eg,2023-01-08 00:00:00
1748,Dr. Carlos Alexander,4,jamie15@fcai.edu.eg,2019-12-02 00:00:00
1749,Dr. Patricia Kelly,6,hendersongregory@fcai.edu.eg,2021-05-16 00:00:00
1750,Dr. Gina White,4,tharper@fcai.edu.eg,2020-08-03 00:00:00
1751,Dr. Daniel Peterson,1,perry14@fcai.edu.eg,2021-05-25 00:00:00
1752,Dr. Brittany Watkins,8,bridgessara@fcai.edu.eg,2021-01-07 00:00:00
1753,Dr. Alexis Bryant,1,pchurch@fcai.edu.eg,2021-01-28 00:00:00
1754,Dr. Tanya Cross,8,brandon44@fcai.edu.eg,2018-10-29 00:00:00
1755,Dr. Tyler Travis,3,nancy72@fcai.edu.eg,2020-08-31 00:00:00
1756,Dr. Andre Chavez,2,laurenparker@fcai.edu.eg,2018-04-26 00:00:00
1757,Dr. Adam Moore,8,erin57@fcai.edu.eg,2015-06-05 00:00:00
1758,Dr. Heather Harmon,5,tonya54@fcai.edu.eg,2016-08-08 00:00:00
1759,Dr. Erik Melton,7,david45@fcai.edu.eg,2015-01-21 00:00:00
1760,Dr. John Becker,7,brandon83@fcai.edu.eg,2022-01-18 00:00:00
1761,Dr. Dominique Gallagher,7,tinaclarke@fcai.edu.eg,2021-05-08 00:00:00
1762,Dr. Derek Davis,5,myersdanny@fcai.edu.eg,2015-01-30 00:00:00
1763,Dr. Brian Howard,3,lucaskyle@fcai.edu.eg,2021-01-21 00:00:00
1764,Dr. Martin Tucker,5,julie98@fcai.edu.eg,2016-05-25 00:00:00
1765,Dr. Brittany Meza,8,rachelburke@fcai.edu.eg,2019-12-02 00:00:00
1766,Dr. Joshua Duffy,1,saunderscheryl@fcai.edu.eg,2021-02-15 00:00:00
1767,Dr. Melissa Clark,6,marcusgregory@fcai.edu.eg,2020-02-07 00:00:00
1768,Dr. Kristin Salazar,8,ppage@fcai.edu.eg,2016-07-22 00:00:00
1769,Dr. William King,7,katie74@fcai.edu.eg,2016-06-22 00:00:00
1770,Dr. Andrew Jimenez,5,maldonadoamy@fcai.edu.eg,2019-10-16 00:00:00
1771,Dr. Stephanie Smith,3,mellis@fcai.edu.eg,2015-04-04 00:00:00
1772,Dr. Michelle Freeman,4,rileyjames@fcai.edu.eg,2021-03-14 00:00:00
1773,Dr. Andrew Coleman,4,kelsey17@fcai.edu.eg,2017-07-24 00:00:00
1774,Dr. Sara Lawrence,5,allenmichael@fcai.edu.eg,2021-10-31 00:00:00
1775,Dr. Samantha Romero,3,qgreen@fcai.edu.eg,2015-03-20 00:00:00
1776,Dr. Colton Sullivan,8,shortgina@fcai.edu.eg,2019-03-12 00:00:00
1777,Dr. Robert Torres,2,robinsonjacqueline@fcai.edu.eg,2018-10-10 00:00:00
1778,Dr. Sarah Jones,3,williamsann@fcai.edu.eg,2017-11-17 00:00:00
1779,Dr. Stephanie Munoz,5,donald48@fcai.edu.eg,2015-06-18 00:00:00
1780,Dr. David Miller,2,parkerjason@fcai.edu.eg,2018-04-29 00:00:00
1781,Dr. Melody Briggs,5,alexandra92@fcai.edu.eg,2021-10-01 00:00:00
1782,Dr. Robert Tyler,8,ellisthomas@fcai.edu.eg,2022-10-16 00:00:00
1783,Dr. Mark Mitchell,8,millsnicole@fcai.edu.eg,2015-04-25 00:00:00
1784,Dr. Destiny Meyer,8,pward@fcai.edu.eg,2020-10-13 00:00:00
1785,Dr. Jason Martinez,5,anna40@fcai.edu.eg,2022-06-04 00:00:00
1786,Dr. Ashley Figueroa,4,carolyoung@fcai.edu.eg,2016-12-04 00:00:00
1787,Dr. James Gibbs,5,hfischer@fcai.edu.eg,2020-09-03 00:00:00
1788,Dr. Abigail Jones,2,ntaylor@fcai.edu.eg,2021-11-09 00:00:00
1789,Dr. Edwin Bauer,1,joshuastein@fcai.edu.eg,2022-09-04 00:00:00
1790,Dr. Larry Clark,7,lauren45@fcai.edu.eg,2018-08-21 00:00:00
1791,Dr. Wendy Snyder,3,amy72@fcai.edu.eg,2020-03-10 00:00:00
1792,Dr. Dustin Davis,5,zhernandez@fcai.edu.eg,2020-08-22 00:00:00
1793,Dr. Kevin Smith,3,xnavarro@fcai.edu.eg,2017-02-18 00:00:00
1794,Dr. Daniel Wolf,5,rodriguezkendra@fcai.edu.eg,2021-08-21 00:00:00
1795,Dr. Hannah Cunningham,1,nicholas66@fcai.edu.eg,2020-05-24 00:00:00
1796,Dr. Monica Barker,8,wilsoncindy@fcai.edu.eg,2015-11-01 00:00:00
1797,Dr. Kristopher Bell,6,leslie42@fcai.edu.eg,2016-10-10 00:00:00
1798,Dr. Christine Keith,1,lisa99@fcai.edu.eg,2019-06-03 00:00:00
1799,Dr. Michelle Waters,6,drichard@fcai.edu.eg,2017-07-16 00:00:00
1800,Dr. Jennifer Saunders,6,vanessamurphy@fcai.edu.eg,2015-04-14 00:00:00
1801,Dr. Luis Williams,2,michellemoses@fcai.edu.eg,2015-04-22 00:00:00
1802,Dr. Melissa Hall,6,marcusryan@fcai.edu.eg,2020-12-13 00:00:00
1803,Dr. Timothy Pittman,7,udavis@fcai.edu.eg,2016-01-26 00:00:00
1804,Dr. Rebecca Perez,6,dmoyer@fcai.edu.eg,2015-07-20 00:00:00
1805,Dr. Danielle Watson,5,trujillostacey@fcai.edu.eg,2022-12-21 00:00:00
1806,Dr. Robert Cooke,8,housegeorge@fcai.edu.eg,2019-11-13 00:00:00
1807,Dr. Dorothy Graham,4,williamoneill@fcai.edu.eg,2021-04-23 00:00:00
1808,Dr. Barbara Williams,6,pshelton@fcai.edu.eg,2019-09-05 00:00:00
1809,Dr. Marcus Donaldson,4,huberdavid@fcai.edu.eg,2019-06-12 00:00:00
1810,Dr. Faith Reyes,5,michaelshelton@fcai.edu.eg,2021-09-06 00:00:00
1811,Dr. Sharon Lara,6,xmills@fcai.edu.eg,2017-09-07 00:00:00
1812,Dr. Lauren Lewis,5,pjordan@fcai.edu.eg,2017-06-10 00:00:00
1813,Dr. Bradley Hunter,1,jjones@fcai.edu.eg,2019-02-28 00:00:00
1814,Dr. Amanda Bridges,6,garnerstephanie@fcai.edu.eg,2020-04-17 00:00:00
1815,Dr. Michelle Keller,6,anthony11@fcai.edu.eg,2016-10-17 00:00:00
1816,Dr. John White,2,taylorwalker@fcai.edu.eg,2019-05-17 00:00:00
1817,Dr. Kenneth Wilson,4,cruzsandra@fcai.edu.eg,2016-02-18 00:00:00
1818,Dr. Paul Chen,6,danielwilliams@fcai.edu.eg,2021-09-13 00:00:00
1819,Dr. Jamie Lam,7,ljenkins@fcai.edu.eg,2020-02-25 00:00:00
1820,Dr. Ashley Hall,3,sarahballard@fcai.edu.eg,2019-12-21 00:00:00
1821,Dr. Stacey Meyer,6,jacob88@fcai.edu.eg,2020-01-28 00:00:00
1822,Dr. Jessica Thompson,7,castrojuan@fcai.edu.eg,2015-12-16 00:00:00
1823,Dr. Diana Anderson,1,scott54@fcai.edu.eg,2018-08-27 00:00:00
1824,Dr. Anthony Leon,5,csalazar@fcai.edu.eg,2016-10-10 00:00:00
1825,Dr. Latoya Carpenter,8,mcdanieltami@fcai.edu.eg,2016-09-14 00:00:00
1826,Dr. Walter Bryant,8,antonio47@fcai.edu.eg,2020-11-12 00:00:00
1827,Dr. Donald Johnson,6,nhall@fcai.edu.eg,2018-08-20 00:00:00
1828,Dr. Connor Burgess,4,johnsoncharles@fcai.edu.eg,2022-11-22 00:00:00
1829,Dr. Nicole Dean,5,ryanfowler@fcai.edu.eg,2016-03-25 00:00:00
1830,Dr. Daniel Hart,5,lorettanovak@fcai.edu.eg,2020-10-31 00:00:00
1831,Dr. Melanie Savage,4,vharris@fcai.edu.eg,2018-04-29 00:00:00
1832,Dr. Candace Calderon,2,bryan30@fcai.edu.eg,2022-04-22 00:00:00
1833,Dr. Deborah Logan,3,qhaley@fcai.edu.eg,2019-12-21 00:00:00
1834,Dr. Steven Kaiser,1,timothyfrancis@fcai.edu.eg,2018-03-09 00:00:00
1835,Dr. Matthew Flores,6,david82@fcai.edu.eg,2020-02-26 00:00:00
1836,Dr. Sheila Crane,8,friedmanjocelyn@fcai.edu.eg,2017-12-12 00:00:00
1837,Dr. Ann Gould,7,robertyates@fcai.edu.eg,2018-01-25 00:00:00
1838,Dr. Jill Alvarez,2,michaeljensen@fcai.edu.eg,2019-03-12 00:00:00
1839,Dr. Shannon Keith,1,julie86@fcai.edu.eg,2017-05-19 00:00:00
1840,Dr. Douglas Hunter,7,hollymorton@fcai.edu.eg,2023-02-11 00:00:00
1841,Dr. James Wolfe,3,sheri15@fcai.edu.eg,2022-09-05 00:00:00
1842,Dr. Kimberly Holloway,7,kathryn35@fcai.edu.eg,2022-11-13 00:00:00
1843,Dr. Diana Stokes,5,sylviarangel@fcai.edu.eg,2021-02-14 00:00:00
1844,Dr. Dustin Lawson,5,khodge@fcai.edu.eg,2017-07-28 00:00:00
1845,Dr. Lisa Hall,1,martinezthomas@fcai.edu.eg,2020-02-05 00:00:00
1846,Dr. Jeremy Jones,2,cheryl23@fcai.edu.eg,2019-10-20 00:00:00
1847,Dr. Daniel Barr,2,pwaters@fcai.edu.eg,2015-05-09 00:00:00
1848,Dr. Timothy Wood,5,nicholas46@fcai.edu.eg,2019-06-16 00:00:00
1849,Dr. Sean Ellis,8,stephanie61@fcai.edu.eg,2022-11-23 00:00:00
1850,Dr. Laura Perry,6,jonathan91@fcai.edu.eg,2021-06-01 00:00:00
1851,Dr. Matthew Stephens,4,mitchell49@fcai.edu.eg,2016-09-20 00:00:00
1852,Dr. Scott Hubbard,2,kingrita@fcai.edu.eg,2021-06-28 00:00:00
1853,Dr. John Gonzalez,4,curryerica@fcai.edu.eg,2021-03-27 00:00:00
1854,Dr. David Galvan,5,carlsonashley@fcai.edu.eg,2015-09-09 00:00:00
1855,Dr. Katherine Scott,2,sanchezjason@fcai.edu.eg,2016-08-04 00:00:00
1856,Dr. Jennifer Mason,4,pramos@fcai.edu.eg,2022-05-27 00:00:00
1857,Dr. Christina Mccormick,1,heathercarr@fcai.edu.eg,2022-06-28 00:00:00
1858,Dr. Lindsay Steele,6,herrerabrenda@fcai.edu.eg,2016-08-31 00:00:00
1859,Dr. Ronald Mccarty,3,garciaann@fcai.edu.eg,2023-01-25 00:00:00
1860,Dr. Harold Smith,8,thompsondanielle@fcai.edu.eg,2020-04-20 00:00:00
1861,Dr. Regina Price,6,nancy23@fcai.edu.eg,2019-11-05 00:00:00
1862,Dr. John Ryan,8,tinaharris@fcai.edu.eg,2018-05-19 00:00:00
1863,Dr. Arthur White,8,kathrynwilliams@fcai.edu.eg,2015-09-13 00:00:00
1864,Dr. Erika Vaughn,8,hallandrew@fcai.edu.eg,2016-11-30 00:00:00
1865,Dr. Steven Oneal,2,lindatran@fcai.edu.eg,2019-08-02 00:00:00
1866,Dr. Sonya Patel,3,brendasellers@fcai.edu.eg,2015-04-05 00:00:00
1867,Dr. Brandy Mcconnell,5,uhubbard@fcai.edu.eg,2015-10-07 00:00:00
1868,Dr. Jane Gomez,7,williamsrichard@fcai.edu.eg,2019-08-25 00:00:00
1869,Dr. Taylor Bridges,3,kathleenestrada@fcai.edu.eg,2018-12-11 00:00:00
1870,Dr. Paul Marshall,3,gcox@fcai.edu.eg,2016-07-03 00:00:00
1871,Dr. Mariah Vasquez,3,zwalton@fcai.edu.eg,2015-12-16 00:00:00
1872,Dr. Andrew Young,8,xgarcia@fcai.edu.eg,2022-07-31 00:00:00
1873,Dr. Benjamin Mathis,6,samuel70@fcai.edu.eg,2018-12-03 00:00:00
1874,Dr. Charles Hicks,8,katie72@fcai.edu.eg,2017-10-07 00:00:00
1875,Dr. William Moore,6,joshua24@fcai.edu.eg,2022-12-18 00:00:00
1876,Dr. Joseph Mack,2,samuelhicks@fcai.edu.eg,2017-12-28 00:00:00
1877,Dr. Monica Sawyer,8,karenbecker@fcai.edu.eg,2022-07-20 00:00:00
1878,Dr. Dean Baker,8,stewartmorgan@fcai.edu.eg,2019-10-18 00:00:00
1879,Dr. Timothy Rivera,5,edwardsstephanie@fcai.edu.eg,2019-04-19 00:00:00
1880,Dr. Amy Bauer,3,edwardsdanielle@fcai.edu.eg,2015-04-27 00:00:00
1881,Dr. Julie Benton,2,valentinealicia@fcai.edu.eg,2020-12-24 00:00:00
1882,Dr. Michelle Carter,4,jzimmerman@fcai.edu.eg,2020-09-16 00:00:00
1883,Dr. David Wilson,6,kennedykyle@fcai.edu.eg,2017-05-09 00:00:00
1884,Dr. Donald Bennett,8,yreynolds@fcai.edu.eg,2018-07-16 00:00:00
1885,Dr. Jose Peck,7,nunezalicia@fcai.edu.eg,2016-08-23 00:00:00
1886,Dr. Evelyn Kennedy,3,allen56@fcai.edu.eg,2022-10-19 00:00:00
1887,Dr. Tanner Ramirez,2,jenkinsjames@fcai.edu.eg,2018-11-24 00:00:00
1888,Dr. Steven Potter,8,sylviawilliams@fcai.edu.eg,2015-02-16 00:00:00
1889,Dr. Renee Davenport,2,elizabethdaniels@fcai.edu.eg,2021-12-17 00:00:00
1890,Dr. Kayla Martinez,7,daniel46@fcai.edu.eg,2017-05-14 00:00:00
1891,Dr. Katherine Cook,3,wardalexander@fcai.edu.eg,2016-08-09 00:00:00
1892,Dr. Susan Jones,2,lutznorman@fcai.edu.eg,2021-09-30 00:00:00
1893,Dr. Richard Wilson,4,gbanks@fcai.edu.eg,2016-05-29 00:00:00
1894,Dr. Michelle Watson,4,leachderek@fcai.edu.eg,2022-11-04 00:00:00
1895,Dr. Alexander Wilson,6,smorrow@fcai.edu.eg,2020-02-16 00:00:00
1896,Dr. Alexis West,6,april45@fcai.edu.eg,2017-06-18 00:00:00
1897,Dr. Shannon Dyer,2,darrell70@fcai.edu.eg,2021-09-24 00:00:00
1898,Dr. Daniel Roberts,6,hrivera@fcai.edu.eg,2023-03-03 00:00:00
1899,Dr. Laura Thompson,1,johnsondeborah@fcai.edu.eg,2017-12-30 00:00:00
1900,Dr. Steven Simon,3,mhunt@fcai.edu.eg,2019-11-29 00:00:00
1901,Dr. Wanda Malone,2,garzathomas@fcai.edu.eg,2021-04-07 00:00:00
1902,Dr. Andrew Nguyen,6,williamsdennis@fcai.edu.eg,2016-03-27 00:00:00
1903,Dr. Alexandra Murphy,6,andrea04@fcai.edu.eg,2021-11-19 00:00:00
1904,Dr. Jennifer White,1,trevor68@fcai.edu.eg,2017-01-25 00:00:00
1905,Dr. Scott Martinez,5,debbie72@fcai.edu.eg,2015-12-14 00:00:00
1906,Dr. Alex Floyd,7,michaelbailey@fcai.edu.eg,2017-02-13 00:00:00
1907,Dr. Jessica Sellers,6,tmoore@fcai.edu.eg,2017-01-09 00:00:00
1908,Dr. Lori Noble,6,richardbrown@fcai.edu.eg,2022-07-30 00:00:00
1909,Dr. Pamela Harper,2,georgeeric@fcai.edu.eg,2017-04-19 00:00:00
1910,Dr. David Smith,4,bucksean@fcai.edu.eg,2018-10-11 00:00:00
1911,Dr. Shannon Combs,7,derekgreen@fcai.edu.eg,2015-12-09 00:00:00
1912,Dr. Jonathan Sullivan,5,johncole@fcai.edu.eg,2018-09-29 00:00:00
1913,Dr. Bradley Gonzales,3,browndaniel@fcai.edu.eg,2021-08-10 00:00:00
1914,Dr. Mitchell Foster,6,merrittandrew@fcai.edu.eg,2019-09-20 00:00:00
1915,Dr. Laura Macdonald,1,jennifer38@fcai.edu.eg,2021-05-18 00:00:00
1916,Dr. Mikayla Johnson,5,sophiadoyle@fcai.edu.eg,2015-06-05 00:00:00
453,Dr. Robert Henry,8,mcarroll@fcai.edu.eg,2015-04-15 00:00:00
454,Dr. Amanda Klein,6,hernandezryan@fcai.edu.eg,2018-11-24 00:00:00
455,Dr. Andrea Collins,8,stephen95@fcai.edu.eg,2021-05-05 00:00:00
456,Dr. Theresa Gallegos,3,nelsonrobert@fcai.edu.eg,2022-03-19 00:00:00
457,Dr. Carla King,2,paulmaldonado@fcai.edu.eg,2020-12-09 00:00:00
458,Dr. Marvin Hill,6,joeholloway@fcai.edu.eg,2015-03-24 00:00:00
459,Dr. Valerie Thomas,4,john03@fcai.edu.eg,2015-09-13 00:00:00
460,Dr. Kelly Graham,7,brittanyruiz@fcai.edu.eg,2018-12-25 00:00:00
461,Dr. Glenn Rogers,8,elliottjose@fcai.edu.eg,2020-07-04 00:00:00
462,Dr. Maria Braun,1,gmartinez@fcai.edu.eg,2019-10-14 00:00:00
463,Dr. Joseph Moran,6,bdowns@fcai.edu.eg,2019-10-26 00:00:00
464,Dr. Douglas Fry,3,adam99@fcai.edu.eg,2019-09-29 00:00:00
465,Dr. Joanne Nguyen,5,raymond08@fcai.edu.eg,2017-04-07 00:00:00
466,Dr. Candace Butler,1,lorinorris@fcai.edu.eg,2016-05-04 00:00:00
467,Dr. Randall Miranda,2,preston18@fcai.edu.eg,2016-01-20 00:00:00
468,Dr. Susan Taylor,3,halelaura@fcai.edu.eg,2019-01-09 00:00:00
469,Dr. Anna Reed,2,qfuller@fcai.edu.eg,2018-10-26 00:00:00
470,Dr. Adam Hodges,1,mreeves@fcai.edu.eg,2020-04-08 00:00:00
